num__MSSubClass,num__LotArea,num__OverallCond,num__YearBuilt,num__YearRemodAdd,num__BsmtFinSF2,num__TotalBsmtSF,cat__MSZoning_C (all),cat__MSZoning_FV,cat__MSZoning_RH,cat__MSZoning_RL,cat__MSZoning_RM,cat__LotConfig_Corner,cat__LotConfig_CulDSac,cat__LotConfig_FR2,cat__LotConfig_FR3,cat__LotConfig_Inside,cat__BldgType_1Fam,cat__BldgType_2fmCon,cat__BldgType_Duplex,cat__BldgType_Twnhs,cat__BldgType_TwnhsE,cat__Exterior1st_AsbShng,cat__Exterior1st_AsphShn,cat__Exterior1st_BrkComm,cat__Exterior1st_BrkFace,cat__Exterior1st_CBlock,cat__Exterior1st_CemntBd,cat__Exterior1st_HdBoard,cat__Exterior1st_ImStucc,cat__Exterior1st_MetalSd,cat__Exterior1st_Plywood,cat__Exterior1st_Stone,cat__Exterior1st_Stucco,cat__Exterior1st_VinylSd,cat__Exterior1st_Wd Sdng,cat__Exterior1st_WdShing,SalePrice
0.779765657,0.088645208,-0.524174055,-0.064109658,-0.76705433,-0.285504061,0.422778251,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200000
-0.161108607,-0.413737025,0.372217301,-1.401253952,-1.683818102,-0.285504061,-0.044885264,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149000
0.074109959,-0.042087611,-0.524174055,1.109968259,1.066473212,-0.285504061,-0.632869974,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178900
-0.866764305,-0.056406853,-0.524174055,1.044741708,0.873470313,-0.285504061,0.259323042,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184900
2.426295619,-0.598678402,-0.524174055,1.142581534,1.066473212,-0.285504061,-0.99156335,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,164700
-0.866764305,0.63324131,2.165000012,-0.390242413,0.825219588,-0.285504061,1.907496401,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335000
0.779765657,-0.199506289,-1.42056541,-0.716375167,-1.683818102,-0.285504061,-2.410445374,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87500
-0.866764305,-0.106803145,-0.524174055,1.24042136,1.162974661,-0.285504061,0.999411906,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233170
-0.866764305,-0.199506289,0.372217301,-0.161949484,1.018222487,-0.285504061,0.377374026,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,149350
-0.396327173,0.135229235,1.268608656,-0.716375167,-1.683818102,-0.285504061,-0.521629624,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133000
-0.631545739,-0.472873634,0.372217301,-1.499093778,-1.683818102,-0.285504061,-0.448982864,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98000
-0.866764305,-0.041808664,0.372217301,0.294636372,-0.236296358,6.423327082,1.417130773,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,207500
-0.866764305,-0.064961205,-1.42056541,0.16418327,0.390963065,-0.285504061,0.497695222,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150000
0.662156374,-0.31963915,-0.524174055,0.359862923,-0.139794908,-0.285504061,-0.462604132,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134900
-0.866764305,-0.324474218,-0.524174055,1.142581534,1.018222487,-0.285504061,0.524937757,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,187750
-0.866764305,0.136716949,-1.42056541,-0.585922065,-1.539065927,-0.285504061,1.006222539,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,149500
-0.866764305,-0.124283778,-0.524174055,-0.031496382,-0.718803606,-0.285504061,-0.448982864,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116050
0.779765657,-0.341396959,-0.524174055,0.262023097,-0.284547083,-0.285504061,0.055004031,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153337
-0.866764305,0.241228818,-0.524174055,-0.55330879,-1.490815202,-0.285504061,0.729256768,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165000
-0.866764305,-0.380263472,3.061391367,0.359862923,1.114723937,-0.285504061,-0.557953004,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130500
0.779765657,-0.337491711,-0.524174055,0.849062055,0.632216689,-0.285504061,0.64071853,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206300
2.426295619,-0.658837814,-0.524174055,1.17519481,1.066473212,-0.285504061,-0.846269831,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,146000
-0.866764305,-0.167148522,-0.524174055,-0.357629137,-1.201310854,-0.285504061,0.007329595,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126500
-0.161108607,-0.4953753,0.372217301,-1.98829291,0.873470313,-0.285504061,-0.909835745,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139000
3.131951317,-0.579617074,-0.524174055,-1.662160155,1.114723937,-0.285504061,-0.739569903,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113000
-0.161108607,-0.101317202,-0.524174055,-1.531707054,-1.683818102,-0.285504061,-1.111884546,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79000
-0.866764305,0.08827328,-0.524174055,1.17519481,1.114723937,-0.285504061,0.831416274,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,182000
0.074109959,-0.250088546,-0.524174055,0.783835504,0.535715239,-0.285504061,-0.655572087,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,188000
-0.866764305,-0.324474218,2.165000012,-0.683761892,0.825219588,0.656640934,-0.448982864,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129000
3.131951317,-0.335446105,2.165000012,-1.792613257,0.487464514,-0.285504061,-0.853080464,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160000
-0.866764305,-0.21289571,3.061391367,-0.292402586,0.969971762,-0.285504061,0.583963249,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,174000
0.074109959,0.312825027,-0.524174055,1.142581534,1.018222487,-0.285504061,-0.414929696,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,219210
0.074109959,0.02913667,-0.524174055,1.207808085,1.114723937,-0.285504061,-0.101640545,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,310000
-0.866764305,0.107520572,-0.524174055,1.044741708,0.921721037,-0.285504061,1.657773165,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,374000
-0.631545739,-0.201737859,0.372217301,-1.564320329,1.018222487,-0.285504061,-0.212880895,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000
0.074109959,0.031554205,1.268608656,-0.096722933,-0.043293459,-0.285504061,-0.017642729,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250000
0.544547091,-0.041250772,3.061391367,-0.19456276,0.776968863,-0.285504061,-0.939348492,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145000
0.426937808,0.261312949,3.061391367,-2.542718593,0.728718138,-0.285504061,0.397805928,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,325000
0.074109959,0.279258493,-0.524174055,1.142581534,1.018222487,-0.285504061,2.477319421,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,380000
1.485421355,-0.636708077,-0.524174055,1.077354983,0.969971762,-0.285504061,1.208271339,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,275000
-0.866764305,0.047454142,-0.524174055,0.457702749,0.004957266,-0.285504061,0.536288813,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180000
-0.866764305,-0.019957873,-0.524174055,1.207808085,1.114723937,-0.285504061,1.435292463,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,245350
-0.866764305,0.193621988,2.165000012,-0.357629137,0.632216689,-0.285504061,-0.235583008,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151500
0.662156374,-0.045063038,-0.524174055,-0.292402586,-1.104809404,-0.285504061,-0.310499979,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,134500
-0.161108607,-0.404252852,2.165000012,-3.129757551,0.535715239,-0.285504061,-0.639680608,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94000
0.074109959,-0.296579591,-0.524174055,0.946901881,0.728718138,-0.285504061,-0.562493426,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216000
-0.866764305,-0.023491193,0.372217301,0.783835504,0.487464514,-0.285504061,2.377430127,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,350000
0.074109959,0.12611699,0.372217301,0.16418327,-0.429299257,-0.285504061,-0.485306244,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,195000
2.426295619,0.006727987,0.372217301,0.294636372,-0.236296358,-0.285504061,-0.989293139,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120000
0.074109959,-0.122238172,-0.524174055,1.012128432,0.825219588,-0.285504061,0.504505856,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228500
0.074109959,1.79170517,0.372217301,0.751222229,0.439213789,-0.285504061,-0.201529839,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248000
-0.866764305,-0.13813811,-0.524174055,-0.259789311,-1.056558679,5.228257256,0.186676282,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124000
1.485421355,-0.698076256,-0.524174055,1.109968259,1.018222487,-0.285504061,0.645258953,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191000
-0.866764305,-0.051106873,0.372217301,0.098956719,0.680467413,2.098312471,-0.049425686,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,181000
-0.161108607,-0.151527531,-0.524174055,-1.042507922,-1.683818102,-0.285504061,-1.13912708,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105000
-0.866764305,0.153639689,-0.524174055,-0.357629137,-0.332797807,-0.285504061,-0.190178783,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139900
-0.866764305,-0.087369889,0.372217301,-0.422855688,-1.297812303,-0.285504061,0.863199231,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157900
-0.161108607,0.100174987,0.372217301,-0.814214994,0.487464514,-0.285504061,-0.666923143,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130500
0.074109959,-0.238837713,-0.524174055,0.946901881,0.728718138,-0.285504061,-0.246934064,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172400
0.544547091,-0.330611036,-0.524174055,-0.520695514,-1.442564478,-0.285504061,-1.538684258,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130000
0.074109959,-0.151899459,-0.524174055,1.077354983,0.921721037,-0.285504061,-0.805406028,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178000
-0.866764305,-0.083650605,-0.524174055,-0.129336209,-0.86355578,3.698062028,0.704284445,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,161500
3.131951317,-0.268684964,1.268608656,-1.042507922,-1.683818102,-0.285504061,-0.610167862,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,119900
0.309328525,0.545838145,2.165000012,-1.27080085,-1.683818102,-0.285504061,-0.249204275,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239000
-0.866764305,0.098687274,0.372217301,0.196796546,-0.381048532,-0.285504061,1.775824149,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,190000
2.426295619,-0.837735356,-0.524174055,0.001116893,-0.670552881,-0.285504061,-1.313933346,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85400
-0.866764305,-0.008056166,1.268608656,0.196796546,0.776968863,-0.285504061,1.244594719,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,205000
-0.866764305,-0.139718805,-0.524174055,0.392476199,-0.091544183,-0.285504061,0.050463608,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134000
3.131951317,2.024532324,-1.42056541,-0.325015862,-0.477549982,-0.285504061,0.425048462,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,168000
0.074109959,0.048105017,-0.524174055,0.849062055,0.583965964,-0.285504061,-0.589735961,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185000
0.544547091,0.318217988,1.268608656,-0.227176035,-1.008307954,-0.285504061,0.204837972,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180500
-0.161108607,0.280839188,-0.524174055,-0.683761892,-1.683818102,-0.285504061,-0.344553147,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,152000
0.074109959,-0.105594378,-0.524174055,0.718608953,0.439213789,-0.285504061,-0.646491242,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215000
-0.866764305,-0.183885298,1.268608656,-0.455468963,0.728718138,-0.285504061,-0.158395826,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153000
0.426937808,-0.240790337,-0.524174055,-2.379652216,-0.96005723,-0.285504061,-0.483036033,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106000
0.074109959,0.042154163,-0.524174055,1.077354983,0.969971762,-0.285504061,1.176488382,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340000
-0.161108607,-0.084022533,1.268608656,-0.292402586,-0.188045633,-0.285504061,-0.340012725,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159000
-0.161108607,-0.436052726,1.268608656,-1.368640676,-1.683818102,-0.285504061,-0.453523287,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000
-0.866764305,1.028415193,-1.42056541,-0.357629137,1.018222487,-0.285504061,-2.410445374,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115000
1.485421355,-0.535729527,-0.524174055,0.16418327,-0.429299257,-0.285504061,0.036842341,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128000
-0.866764305,0.093387295,-0.524174055,1.17519481,1.066473212,-0.285504061,1.725879502,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,314813
-0.161108607,0.066887399,-1.42056541,-0.716375167,1.114723937,-0.285504061,-0.666923143,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131000
0.074109959,0.395951016,-0.524174055,1.207808085,1.114723937,-0.285504061,0.885901344,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,446261
-0.161108607,-0.413737025,0.372217301,-1.303414125,-1.683818102,-0.285504061,-0.403578639,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127500
0.309328525,-0.761490042,2.165000012,-1.825226533,0.969971762,-0.285504061,-0.344553147,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155000
-0.866764305,0.052010264,-0.524174055,0.783835504,0.487464514,3.154273641,0.313808112,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177500
-0.161108607,0.155127402,0.372217301,-0.977281371,-1.683818102,-0.285504061,-0.775893282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,128500
0.074109959,-0.247392066,-0.524174055,1.109968259,0.969971762,-0.285504061,-0.757731592,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,176000
0.074109959,3.337997329,1.268608656,0.751222229,0.969971762,0.852657679,1.287728733,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,402000
0.309328525,-0.201272949,0.372217301,-1.955679635,-1.683818102,-0.285504061,-0.27644681,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130000
-0.866764305,-0.226843024,1.268608656,-0.227176035,-1.008307954,-0.285504061,0.068625298,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,145000
-0.866764305,-0.101317202,1.268608656,-0.683761892,1.066473212,-0.285504061,0.116299734,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,147000
-0.866764305,-0.017633321,-0.524174055,0.001116893,-0.670552881,-0.285504061,-0.448982864,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115000
0.074109959,-0.296579591,-0.524174055,0.914288606,0.680467413,-0.285504061,-0.153855403,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,189000
0.779765657,1.330606986,-1.42056541,-0.129336209,-0.86355578,-0.285504061,1.294539367,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143000
0.074109959,0.010261306,1.268608656,0.098956719,0.583965964,0.86530392,1.04481613,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,240000
1.485421355,-0.528941834,-0.524174055,1.17519481,1.114723937,-0.285504061,0.572612193,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,230000
